wind,solar,electric,cooling,heating,temperature,day_cos,day_sin,hour_cos,hour_sin,mean,std
7.41,550.55,350569.3752,218137.2627,138484.0121,36.0,-0.7883050558305253,-0.6152845999633277,-0.7071067811865479,-0.7071067811865471,117964.10166666668,145717.3308688769
7.53,349.8,334212.5553,203348.5801,122927.8646,36.0,-0.7883050558305253,-0.6152845999633277,-0.5000000000000004,-0.8660254037844385,110147.055,138105.62508866927
7.61,146.2,328596.7713,204962.3692,118717.3099,36.0,-0.7883050558305253,-0.6152845999633277,-0.25881904510252063,-0.9659258262890683,108744.37673333334,136475.05007757246
7.5,11.75,329136.9446,212614.7472,116386.4941,37.0,-0.7883050558305253,-0.6152845999633277,-1.8369701987210297e-16,-1.0,109699.07265,137752.42818776396
7.3,0.0,330484.4737,208070.5021,129098.906,37.0,-0.7883050558305253,-0.6152845999633277,0.2588190451025203,-0.9659258262890684,111283.03029999998,137750.76998484952
7.28,0.0,335335.9939,208546.6423,102745.7702,37.0,-0.7883050558305253,-0.6152845999633277,0.5000000000000001,-0.8660254037844386,107778.78106666669,139140.9584890055
7.42,0.0,333467.0653,200205.7744,127325.5167,36.0,-0.7883050558305253,-0.6152845999633277,0.7071067811865474,-0.7071067811865477,110173.62940000002,137597.27657614832
7.65,0.0,330000.942,213951.5911,105113.412,34.0,-0.7883050558305253,-0.6152845999633277,0.8660254037844384,-0.5000000000000004,108184.59918333334,138203.68348865546
8.01,0.0,320246.7245,185345.7241,105160.5292,33.0,-0.7883050558305253,-0.6152845999633277,0.9659258262890681,-0.25881904510252157,101798.99796666666,130989.71267073762
8.17,0.0,312232.381,194401.7373,97798.57599,31.0,-0.7775971469736268,-0.6287628145958345,1.0,0.0,100745.31071500001,129574.65177822144
8.23,0.0,304849.6946,189721.9621,93818.13641,31.0,-0.7775971469736268,-0.6287628145958345,0.9659258262890683,0.25881904510252074,98071.50385166665,126508.08965643308
8.26,0.0,301224.6833,177293.331,92257.73447,30.0,-0.7775971469736268,-0.6287628145958345,0.8660254037844387,0.49999999999999994,95135.66812833333,123592.8424162817
8.31,0.0,297997.4232,167785.5379,104310.1662,29.0,-0.7775971469736268,-0.6287628145958345,0.7071067811865476,0.7071067811865476,95021.73955,121375.67855407587
8.38,0.0,295845.5423,183955.2066,90797.0862,29.0,-0.7775971469736268,-0.6287628145958345,0.5000000000000001,0.8660254037844386,95105.86918333334,122749.71005176388
8.3,21.5,294076.3282,166360.0995,115932.5971,28.0,-0.7775971469736268,-0.6287628145958345,0.25881904510252074,0.9659258262890683,96071.13746666665,120182.32580034384
8.06,182.2,293688.0855,182586.083,108602.7987,28.0,-0.7775971469736268,-0.6287628145958345,6.123233995736766e-17,1.0,97515.87120000001,121925.30531915398
7.72,391.15,321251.9169,191227.562,104312.0009,28.0,-0.7775971469736268,-0.6287628145958345,-0.25881904510252063,0.9659258262890683,102869.72496666666,132029.42101347336
7.36,590.7,334092.4765,216956.022,127975.4378,28.0,-0.7775971469736268,-0.6287628145958345,-0.4999999999999998,0.8660254037844387,113274.99938333333,140055.99442291915
7.21,757.42,341530.828,188475.4266,132618.7865,28.0,-0.7775971469736268,-0.6287628145958345,-0.7071067811865475,0.7071067811865476,110569.61184999999,138852.99821914735
7.2,875.75,336352.0968,188003.5452,113643.0174,28.0,-0.7775971469736268,-0.6287628145958345,-0.8660254037844387,0.49999999999999994,106484.9349,136645.0299449349
6.96,935.75,338301.1266,192281.865,134093.8661,30.0,-0.7775971469736268,-0.6287628145958345,-0.9659258262890682,0.258819045102521,110941.59461666667,138241.6615006659
6.59,930.38,340776.7632,192149.7695,112516.0656,32.0,-0.7775971469736268,-0.6287628145958345,-1.0,1.2246467991473532e-16,107735.26138333332,138614.3922371967
6.31,862.22,341340.0536,202595.6409,125560.8596,33.0,-0.7775971469736268,-0.6287628145958345,-0.9659258262890683,-0.2588190451025208,111733.01401666667,140298.7536590944
